thread_id,full_thread_text,n_turns,gold_intent,gold_escalate,gold_reason,gold_reply_notes
982303,"[Customer]: @115850 Courier: Ecom Express, Tracking #: 867051923. its a part of ORDER # 171-5359172-1521955
it is unable to find address, why?
[AmazonHelp]: @119798 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public.(2/2) ^VM",2,delivery_delay,auto_handle,Standard package in-transit status check can be answered with live tracking link and estimated dispatch window.,Provide link to Track Package page; clarify carrier delivery window up to 8 PM; instruct to reach out if not received by end of day.
1310276,"[Customer]: @AmazonHelp hi, ORDER # 206-8462951-2509108, can i change the delivery address to the amazon locker closest to me?
[AmazonHelp]: @426193 Gi. This can depend on some factors, more info here: https://t.co/7Bucyi5vlq ^RL",2,other,auto_handle,"Routine return policy, locker instructions, or trade-in inquiries can be answered via self-service help links.",Provide direct URL to locker return instructions or self-service order cancellation portal.
461307,"[Customer]: Terrible service and customer care response from @117795. Fail to deliver perishables in time and had no concern for the inconvenience caused. Shame !
[AmazonHelp]: @224605 I am so sorry for the poor experience! When you contacted us what options did we provide for you? ^LS
[Customer]: @AmazonHelp Not many! There was no offer of attempting to deliver my order again . A  “promotional” discount of $20 (hardly worth the inconvenience) that was offered  forced me to buy from amazon and not the vendor from whom I was promised a delivery.
[Customer]: @AmazonHelp Also, I had to argue for the useless promotional discount that amazon RELUCTANTLY agreed to. Hardly the standard of service expected out of @115821. @12165
[AmazonHelp]: @224605 I understand your frustration. I'm truly sorry for the poor experience. We hope you're able to give us a chance in the future to make things right. ^GG
[Customer]: @AmazonHelp Will certainly file a complaint with @12165 with the hope that it will help you improve your services and treat your custom better.
[Customer]: @AmazonHelp @12165 #Amazon",7,delivery_delay,escalate,Failed perishable delivery with inadequate prior compensation and customer escalating complaint.,Apologize for spoiled perishable order; verify order via DM and issue full refund or replacement.
859621,"[Customer]: @115850 believe me u r best in delivery. why nt u guys start courier services, it would be great for us.
[AmazonHelp]: @324101 Thanks! :) By courier services do you mean courier for almost everything or only for Amazon.in orders? ^HA
[Customer]: @AmazonHelp For everything , for each &amp; every city in India.😀",3,delivery_delay,auto_handle,Standard package in-transit status check can be answered with live tracking link and estimated dispatch window.,Provide link to Track Package page; clarify carrier delivery window up to 8 PM; instruct to reach out if not received by end of day.
1322914,"[Customer]: @AmazonHelp 
Please do you think it's normal ?
it seems that the package is a little damaged https://t.co/RVx44vCGmo
[AmazonHelp]: @428732 Hello, I am really sorry for that. Is your article intact ? ^ARC
[Customer]: @AmazonHelp Unfortunately no. The box is part of the article
[AmazonHelp]: @428732 You can do that via this link :  https://t.co/hgIrz98cdI 2/2 ^FA",4,order_product_problem,auto_handle,Standard item return or replacement can be self-served through the online Returns Center.,Provide link to amazon.com/returns; explain prepaid drop-off options; invite DM if self-service portal presents an error.
919805,"[Customer]: @115830 why has prime become so unreliable? On order confirmation is next day delivery, dispatch notification says arrives few days after?
[AmazonHelp]: @338337 Hi, sorry for the wait! Have you been provided with a reason behind the revised delivery date? ^TS
[Customer]: @AmazonHelp No. And when I try cancelling, it’s tbc. I ordered to locker to collect today. Cant collect in the week. +not the 1st time this happens. 😞
[AmazonHelp]: @338337 Oh! I see, Olia! I'd like to have this looked into for you! Please contact us here: https://t.co/JzP7hlA23B so we can help! ^FR
[Customer]: @AmazonHelp Done.
[AmazonHelp]: @338337 Thank you. ^NV",6,delivery_delay,escalate,"Persistent delivery failure, broken callback promise, or marked-as-delivered missing package requiring carrier investigation.",Acknowledge missed delivery timeline; request tracking and delivery postcode via secure DM; open carrier escalation ticket for lost-in-transit package.
1315843,"[Customer]: Orderd 2 items for #Diwali gifts from @115821 both Products defective is sale to sell defective pcs&amp;make profit. 
Now should i cancel gifts?
[Customer]: @115821 Now i feel like just to save 20% i risked everything trusting @115821
[AmazonHelp]: @427397 I get your concern. Kindly connect with us via the above link and we'll check this for you. ^SG",3,order_product_problem,auto_handle,Standard item return or replacement can be self-served through the online Returns Center.,Provide link to amazon.com/returns; explain prepaid drop-off options; invite DM if self-service portal presents an error.
1363151,"[Customer]: @AmazonHelp Thanks for sending my 2 day delivery/release date package with the most unreliable @118706. 2 day now 5 day i.e. not release date.
[AmazonHelp]: @437400 I'm so sorry for the delay! Were you given an update on the reason for the delay?  ^AG",2,product_info_question,auto_handle,"Factual inquiries regarding product compatibility, specs, or availability can be answered autonomously from public documentation.","Provide concise, accurate product specifications / compatibility details; link to official product detail page or FAQ."
280455,"[Customer]: @115850 they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. Now denying. @115851 https://t.co/xDRjA7fWLZ
[AmazonHelp]: @170630 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN",2,billing_dispute,escalate,"Financial transaction investigation, refund processing, or disputed card charges require human billing specialist access.",Acknowledge billing concern with empathy; request order number and charge date via private DM; avoid asking for credit card numbers in public; initiate refund audit.
1701046,"[Customer]: @115821 how do I return an Amazon Echo?
[AmazonHelp]: @515794 I'm sorry to hear you need to return your Echo. Here's a link to initiate the return process: https://t.co/4p4HwPguR2 ^BV",2,other,auto_handle,Routine return process inquiry for Echo device; resolvable via self-service Returns Center link.,Provide direct URL to amazon.com/returns and outline return drop-off steps.
2976925,"[Customer]: @115830 just received a suspicious email from amazon about headphones I’d supposedly ordered. I did not order any headphones. How do I report this phishing email?!
[AmazonHelp]: @131042 I'm sorry to hear you received a suspicious e-mail! You can find information on forwarding the e-mail to us here: https://t.co/IPOvKa325B ^JS",2,scam_phishing_check,auto_handle,"Public domain safety inquiry; AI agent can immediately identify phishing patterns, advise not clicking links, and provide reporting address.",Confirm Amazon never requests passwords or payment details via SMS/email; instruct customer to forward suspicious message to stop-spoofing@amazon.com.
826272,"[Customer]: LOL. My replacement book from @115821 was packaged well but DAMAGED. Some lackie is having a good laugh. Sent a damaged book.
[AmazonHelp]: @316814 I'm very sorry about that! Please reach out to us here: https://t.co/hApLpMlfHN so we can look into this replacement. ^AH",2,order_product_problem,escalate,"Physical defect replacement failure, courier pickup breakdown, or high-value damage requiring human logistics intervention.",Apologize sincerely for damaged/defective product; confirm no return shipping fee; initiate courier pickup re-schedule or manual replacement ticket via DM.
883018,"[Customer]: @115821 @AmazonHelp Worst product i have ever received from Amazon. Everything is torn.Products I ordered and Products I received https://t.co/OyRlSWtk7H
[AmazonHelp]: @329684 I'm sorry to know about the issue with your product. Please request a return/refund here: https://t.co/TtsYwiYpWP. ^NR
[Customer]: @AmazonHelp @115821 I already did that but i did not receive any response.I call everyday for follow but unfortunately no action has been taken till now
[AmazonHelp]: @329684 Sorry about the delay. We'd like to investigate this further, please share your details here: https://t.co/cQVomR1pWz. ^HA
[Customer]: @AmazonHelp @115821 Each time i call they say to wait for 24hrs n they'll provide reference number. Everyday i call for follow up i hear the same story",5,order_product_problem,escalate,"Physical defect replacement failure, courier pickup breakdown, or high-value damage requiring human logistics intervention.",Apologize sincerely for damaged/defective product; confirm no return shipping fee; initiate courier pickup re-schedule or manual replacement ticket via DM.
